clip_id,mp3_path,audio_path,has_audio,caption,title,artist,release,split_folder,guitar,classical,slow,techno,strings,drums,electronic,rock,fast,piano,ambient,beat,violin,vocal,synth,female,indian,opera,male,singing,no vocals,vocals,harpsichord,loud,quiet,woman,pop,flute,male vocal,no vocal,soft,sitar,solo,man,classic,choir,voice,beats,male voice,harp,dance,female vocal,new age,cello,no voice,weird,country,metal,female voice,electro
13362,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-349-378.mp3,,False,"techno, drums, electronic, beat, no vocals",clip_13362,unknown,unknown,train,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13363,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-378-407.mp3,,False,"techno, drums",clip_13363,unknown,unknown,train,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13365,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-436-465.mp3,,False,"techno, beat",clip_13365,unknown,unknown,val,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13366,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-465-494.mp3,,False,"techno, electronic",clip_13366,unknown,unknown,train,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13367,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-494-523.mp3,,False,"techno, electronic, fast, beat, pop, dance, electro",clip_13367,unknown,unknown,train,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13368,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-523-552.mp3,,False,"techno, drums, electronic, fast, beat, synth, beats, dance, electro",clip_13368,unknown,unknown,train,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
13369,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-552-581.mp3,,False,techno,clip_13369,unknown,unknown,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13371,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-610-639.mp3,,False,"techno, electronic, fast, beat, vocal, synth, beats, dance",clip_13371,unknown,unknown,train,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13372,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-639-668.mp3,,False,"techno, electronic, fast, beats, female vocal",clip_13372,unknown,unknown,train,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13373,f/kenji_williams-faces_of_epiphany-03-illusion_bedrock_mix-668-697.mp3,,False,"techno, electronic, beat",clip_13373,unknown,unknown,train,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13375,6/grayson_wray-picassos_dream-03-in_1671-0-29.mp3,,False,"vocal, vocals, pop, male vocal",clip_13375,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13376,6/grayson_wray-picassos_dream-03-in_1671-30-59.mp3,,False,no tags,clip_13376,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13377,6/grayson_wray-picassos_dream-03-in_1671-59-88.mp3,,False,pop,clip_13377,unknown,unknown,val,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13378,6/grayson_wray-picassos_dream-03-in_1671-88-117.mp3,,False,no tags,clip_13378,unknown,unknown,val,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13382,a/edward_martin_and_william_bastian-virtues_and_vices-03-in_darkness_let_me_dwell_john_dowland-0-29.mp3,,False,guitar,clip_13382,unknown,unknown,train,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13383,a/edward_martin_and_william_bastian-virtues_and_vices-03-in_darkness_let_me_dwell_john_dowland-30-59.mp3,,False,"guitar, slow, vocal, male, male vocal, man, male voice",clip_13383,unknown,unknown,val,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13384,a/edward_martin_and_william_bastian-virtues_and_vices-03-in_darkness_let_me_dwell_john_dowland-59-88.mp3,,False,"guitar, strings, male, man",clip_13384,unknown,unknown,train,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13385,a/edward_martin_and_william_bastian-virtues_and_vices-03-in_darkness_let_me_dwell_john_dowland-88-117.mp3,,False,"guitar, classical, slow, male, singing, male vocal",clip_13385,unknown,unknown,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13386,a/edward_martin_and_william_bastian-virtues_and_vices-03-in_darkness_let_me_dwell_john_dowland-117-146.mp3,,False,"guitar, classical, slow, opera, male, singing, male vocal, harp",clip_13386,unknown,unknown,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13387,a/edward_martin_and_william_bastian-virtues_and_vices-03-in_darkness_let_me_dwell_john_dowland-146-175.mp3,,False,"guitar, singing, solo, man",clip_13387,unknown,unknown,train,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13391,4/burnshee_thornside-the_art_of_not_blending_in-03-in_the_60s_love_was_cool-0-29.mp3,,False,"guitar, drums, rock, singing",clip_13391,unknown,unknown,train,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13393,4/burnshee_thornside-the_art_of_not_blending_in-03-in_the_60s_love_was_cool-59-88.mp3,,False,"guitar, pop",clip_13393,unknown,unknown,train,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13394,4/burnshee_thornside-the_art_of_not_blending_in-03-in_the_60s_love_was_cool-88-117.mp3,,False,"vocals, pop, male vocal, voice, dance",clip_13394,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13396,4/burnshee_thornside-the_art_of_not_blending_in-03-in_the_60s_love_was_cool-146-175.mp3,,False,"rock, male",clip_13396,unknown,unknown,test,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13398,9/various_artists-the_2007_magnatune_records_sampler-03-in_the_middle_beight-0-29.mp3,,False,"guitar, rock, piano, no vocal",clip_13398,unknown,unknown,train,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13401,9/various_artists-the_2007_magnatune_records_sampler-03-in_the_middle_beight-88-117.mp3,,False,"guitar, rock, male",clip_13401,unknown,unknown,train,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13403,9/various_artists-the_2007_magnatune_records_sampler-03-in_the_middle_beight-146-175.mp3,,False,"piano, vocals",clip_13403,unknown,unknown,train,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13405,a/falik-dreams_from_the_machine-03-inner_child-0-29.mp3,,False,"guitar, slow, drums, quiet",clip_13405,unknown,unknown,test,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13406,a/falik-dreams_from_the_machine-03-inner_child-30-59.mp3,,False,"drums, beat, beats",clip_13406,unknown,unknown,val,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13409,a/falik-dreams_from_the_machine-03-inner_child-117-146.mp3,,False,"drums, indian",clip_13409,unknown,unknown,train,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13410,a/falik-dreams_from_the_machine-03-inner_child-146-175.mp3,,False,"drums, beat, violin, indian, dance, new age",clip_13410,unknown,unknown,train,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13411,a/falik-dreams_from_the_machine-03-inner_child-175-204.mp3,,False,no tags,clip_13411,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13412,a/falik-dreams_from_the_machine-03-inner_child-204-233.mp3,,False,drums,clip_13412,unknown,unknown,train,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13413,a/falik-dreams_from_the_machine-03-inner_child-233-262.mp3,,False,no tags,clip_13413,unknown,unknown,val,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414,a/falik-dreams_from_the_machine-03-inner_child-262-291.mp3,,False,"guitar, drums",clip_13414,unknown,unknown,train,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13422,6/norine_braun-now_and_zen-03-intimate_hour-59-88.mp3,,False,no tags,clip_13422,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13423,6/norine_braun-now_and_zen-03-intimate_hour-88-117.mp3,,False,"rock, beat, female, woman, pop",clip_13423,unknown,unknown,train,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13426,6/norine_braun-now_and_zen-03-intimate_hour-175-204.mp3,,False,no tags,clip_13426,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13427,6/norine_braun-now_and_zen-03-intimate_hour-204-233.mp3,,False,no tags,clip_13427,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13429,4/human_response-delirious-03-intimate-0-29.mp3,,False,"slow, strings, quiet",clip_13429,unknown,unknown,train,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13430,4/human_response-delirious-03-intimate-30-59.mp3,,False,"ambient, synth",clip_13430,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13431,4/human_response-delirious-03-intimate-59-88.mp3,,False,"techno, electronic, synth, no vocals, weird",clip_13431,unknown,unknown,test,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13432,4/human_response-delirious-03-intimate-88-117.mp3,,False,synth,clip_13432,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13433,4/human_response-delirious-03-intimate-117-146.mp3,,False,"techno, drums, synth",clip_13433,unknown,unknown,train,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13437,4/human_response-delirious-03-intimate-233-262.mp3,,False,fast,clip_13437,unknown,unknown,val,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13440,c/glen_bledsoe-up_and_down-03-invention_no__1-0-29.mp3,,False,electronic,clip_13440,unknown,unknown,val,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13443,c/glen_bledsoe-up_and_down-03-invention_no__1-88-117.mp3,,False,"techno, electronic, synth, electro",clip_13443,unknown,unknown,train,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13444,c/glen_bledsoe-up_and_down-03-invention_no__1-117-146.mp3,,False,no tags,clip_13444,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13445,c/glen_bledsoe-up_and_down-03-invention_no__1-146-175.mp3,,False,no tags,clip_13445,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13446,c/glen_bledsoe-up_and_down-03-invention_no__1-175-204.mp3,,False,no tags,clip_13446,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13447,c/glen_bledsoe-up_and_down-03-invention_no__1-204-233.mp3,,False,no tags,clip_13447,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13449,8/mediva-viva_mediva-03-ivo_bene_anon_c14th_italy-30-59.mp3,,False,"female, choir",clip_13449,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13450,8/mediva-viva_mediva-03-ivo_bene_anon_c14th_italy-59-88.mp3,,False,female vocal,clip_13450,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13451,8/mediva-viva_mediva-03-ivo_bene_anon_c14th_italy-88-117.mp3,,False,"female, indian, vocals",clip_13451,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13452,8/mediva-viva_mediva-03-ivo_bene_anon_c14th_italy-117-146.mp3,,False,no tags,clip_13452,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13453,8/mediva-viva_mediva-03-ivo_bene_anon_c14th_italy-146-175.mp3,,False,"drums, vocal, female, indian, singing, vocals, female voice",clip_13453,unknown,unknown,train,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13454,8/mediva-viva_mediva-03-ivo_bene_anon_c14th_italy-175-204.mp3,,False,"drums, female, indian, vocals",clip_13454,unknown,unknown,test,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13455,8/mediva-viva_mediva-03-ivo_bene_anon_c14th_italy-204-233.mp3,,False,drums,clip_13455,unknown,unknown,test,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13457,2/anup-embrace-03-jingle_bells-30-59.mp3,,False,no tags,clip_13457,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13458,2/anup-embrace-03-jingle_bells-59-88.mp3,,False,"indian, sitar",clip_13458,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13462,2/anup-embrace-03-jingle_bells-175-204.mp3,,False,"strings, indian, loud, sitar",clip_13462,unknown,unknown,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13463,2/anup-embrace-03-jingle_bells-204-233.mp3,,False,"fast, indian, loud, sitar",clip_13463,unknown,unknown,train,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13467,c/magnatune-classical-03-joglaresa_orturum_virentium-30-59.mp3,,False,no tags,clip_13467,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13474,1/richard_savino-murcia__danza_y_diferencias-03-jota-0-29.mp3,,False,"guitar, drums, beat",clip_13474,unknown,unknown,test,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13476,1/richard_savino-murcia__danza_y_diferencias-03-jota-59-88.mp3,,False,classical,clip_13476,unknown,unknown,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13492,2/roots_of_rebellion-surfacing-03-just_like_before-88-117.mp3,,False,"rock, voice",clip_13492,unknown,unknown,train,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13494,2/roots_of_rebellion-surfacing-03-just_like_before-146-175.mp3,,False,vocal,clip_13494,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13496,2/roots_of_rebellion-surfacing-03-just_like_before-204-233.mp3,,False,"rock, vocal, loud, male voice, metal",clip_13496,unknown,unknown,train,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13497,6/electric_frankenstein-conquers_the_world-03-just_like_your_mom-0-29.mp3,,False,"guitar, drums, rock, fast, beat, vocals, loud, male vocal, man, beats, metal",clip_13497,unknown,unknown,train,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13499,6/electric_frankenstein-conquers_the_world-03-just_like_your_mom-59-88.mp3,,False,"rock, metal",clip_13499,unknown,unknown,train,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13500,6/electric_frankenstein-conquers_the_world-03-just_like_your_mom-88-117.mp3,,False,"guitar, drums, rock, fast, loud, solo",clip_13500,unknown,unknown,train,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13511,e/mountain_mirrors-mountain_mirrors-03-karmic_dogs-0-29.mp3,,False,"guitar, vocal, male, singing, pop, male vocal, man, voice",clip_13511,unknown,unknown,train,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13512,e/mountain_mirrors-mountain_mirrors-03-karmic_dogs-30-59.mp3,,False,no tags,clip_13512,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13513,e/mountain_mirrors-mountain_mirrors-03-karmic_dogs-59-88.mp3,,False,"vocal, singing",clip_13513,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13514,e/mountain_mirrors-mountain_mirrors-03-karmic_dogs-88-117.mp3,,False,"drums, rock, singing, male vocal, male voice",clip_13514,unknown,unknown,train,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13516,e/mountain_mirrors-mountain_mirrors-03-karmic_dogs-146-175.mp3,,False,no tags,clip_13516,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13517,e/mountain_mirrors-mountain_mirrors-03-karmic_dogs-175-204.mp3,,False,"guitar, drums",clip_13517,unknown,unknown,train,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13522,8/burning_babylon-knives_to_the_treble-03-king_dubby-30-59.mp3,,False,no tags,clip_13522,unknown,unknown,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13526,8/burning_babylon-knives_to_the_treble-03-king_dubby-146-175.mp3,,False,drums,clip_13526,unknown,unknown,train,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13529,8/skitzo-hellavator_musick-03-krystal_deaths_horizon-0-29.mp3,,False,"guitar, drums, rock, loud, metal",clip_13529,unknown,unknown,train,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13531,8/skitzo-hellavator_musick-03-krystal_deaths_horizon-59-88.mp3,,False,rock,clip_13531,unknown,unknown,val,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
